nda,abcd,instrument
smri_area_cf4_occlh,smri_area_cort.fuzzy4_occipital.lh,abcd_smrip101
smri_area_cf4_tmlh,smri_area_cort.fuzzy4_temporal.lh,abcd_smrip101
smri_area_cf4_pllh,smri_area_cort.fuzzy4_parietal.lh,abcd_smrip101
smri_area_cf12_cnlh,smri_area_cort.fuzzy12_central.lh,abcd_smrip101
smri_area_cf12_occlh,smri_area_cort.fuzzy12_occipital.lh,abcd_smrip101
smri_area_cf12_ptoltmlh,smri_area_cort.fuzzy12_posterolateraltemporal.lh,abcd_smrip101
smri_area_cf12_supllh,smri_area_cort.fuzzy12_superiorparietal.lh,abcd_smrip101
smri_area_cf12_obfrlh,smri_area_cort.fuzzy12_orbitofrontal.lh,abcd_smrip101
smri_area_cf12_sutmlh,smri_area_cort.fuzzy12_superiortemporal.lh,abcd_smrip101
smri_area_cf12_ifpllh,smri_area_cort.fuzzy12_inferiorparietal.lh,abcd_smrip101
smri_area_cf12_dmfrlh,smri_area_cort.fuzzy12_dorsomedialfrontal.lh,abcd_smrip101
smri_area_cf12_aomtmlh,smri_area_cort.fuzzy12_anteromedialtemporal.lh,abcd_smrip101
smri_area_cf12_pclh,smri_area_cort.fuzzy12_precuneus.lh,abcd_smrip101
smri_area_cf12_dlprefrlh,smri_area_cort.fuzzy12_dorsolateralprefrontal.lh,abcd_smrip101
smri_area_cf12_parsopclh,smri_area_cort.fuzzy12_parsopercularis.lh,abcd_smrip101
smri_area_cf2_frrh,smri_area_cort.fuzzy2_frontal.rh,abcd_smrip101
smri_area_cf2_ptrh,smri_area_cort.fuzzy2_posterior.rh,abcd_smrip101
smri_area_cf4_frrh,smri_area_cort.fuzzy4_frontal.rh,abcd_smrip101
smri_area_cf4_occrh,smri_area_cort.fuzzy4_occipital.rh,abcd_smrip101
smri_area_cf4_tmrh,smri_area_cort.fuzzy4_temporal.rh,abcd_smrip101
smri_area_cf4_plrh,smri_area_cort.fuzzy4_parietal.rh,abcd_smrip101
smri_area_cf12_cnrh,smri_area_cort.fuzzy12_central.rh,abcd_smrip101
smri_area_cf12_occrh,smri_area_cort.fuzzy12_occipital.rh,abcd_smrip101
smri_area_cf12_ptoltmrh,smri_area_cort.fuzzy12_posterolateraltemporal.rh,abcd_smrip101
smri_area_cf12_suplrh,smri_area_cort.fuzzy12_superiorparietal.rh,abcd_smrip101
smri_area_cf12_obfrrh,smri_area_cort.fuzzy12_orbitofrontal.rh,abcd_smrip101
smri_area_cf12_sutmrh,smri_area_cort.fuzzy12_superiortemporal.rh,abcd_smrip101
smri_area_cf12_ifplrh,smri_area_cort.fuzzy12_inferiorparietal.rh,abcd_smrip101
smri_area_cf12_dmfrrh,smri_area_cort.fuzzy12_dorsomedialfrontal.rh,abcd_smrip101
smri_area_cf12_aomtmrh,smri_area_cort.fuzzy12_anteromedialtemporal.rh,abcd_smrip101
smri_area_cf12_pcrh,smri_area_cort.fuzzy12_precuneus.rh,abcd_smrip101
smri_area_cf12_dlprefrrh,smri_area_cort.fuzzy12_dorsolateralprefrontal.rh,abcd_smrip101
smri_area_cf12_parsopcrh,smri_area_cort.fuzzy12_parsopercularis.rh,abcd_smrip101
smri_area_cdk_totallh,smri_area_cort.desikan_total.lh,abcd_smrip101
smri_area_cdk_totalrh,smri_area_cort.desikan_total.rh,abcd_smrip101
smri_area_cdk_total,smri_area_cort.desikan_total,abcd_smrip101
smri_vol_cdk_banksstslh,smri_vol_cort.desikan_bankssts.lh,abcd_smrip101
smri_vol_cdk_cdacatelh,smri_vol_cort.desikan_caudalanteriorcingulate.lh,abcd_smrip101
smri_vol_cdk_cdmdfrlh,smri_vol_cort.desikan_caudalmiddlefrontal.lh,abcd_smrip101
smri_vol_cdk_cuneuslh,smri_vol_cort.desikan_cuneus.lh,abcd_smrip101
smri_vol_cdk_ehinallh,smri_vol_cort.desikan_entorhinal.lh,abcd_smrip101
smri_vol_cdk_fusiformlh,smri_vol_cort.desikan_fusiform.lh,abcd_smrip101
smri_vol_cdk_ifpllh,smri_vol_cort.desikan_inferiorparietal.lh,abcd_smrip101
smri_vol_cdk_iftmlh,smri_vol_cort.desikan_inferiortemporal.lh,abcd_smrip101
smri_vol_cdk_ihcatelh,smri_vol_cort.desikan_isthmuscingulate.lh,abcd_smrip101
smri_vol_cdk_locclh,smri_vol_cort.desikan_lateraloccipital.lh,abcd_smrip101
smri_vol_cdk_lobfrlh,smri_vol_cort.desikan_lateralorbitofrontal.lh,abcd_smrip101
smri_vol_cdk_linguallh,smri_vol_cort.desikan_lingual.lh,abcd_smrip101
smri_vol_cdk_mobfrlh,smri_vol_cort.desikan_medialorbitofrontal.lh,abcd_smrip101
smri_vol_cdk_mdtmlh,smri_vol_cort.desikan_middletemporal.lh,abcd_smrip101
smri_vol_cdk_parahpallh,smri_vol_cort.desikan_parahippocampal.lh,abcd_smrip101
smri_vol_cdk_paracnlh,smri_vol_cort.desikan_paracentral.lh,abcd_smrip101
smri_vol_cdk_parsopclh,smri_vol_cort.desikan_parsopercularis.lh,abcd_smrip101
smri_vol_cdk_parsobislh,smri_vol_cort.desikan_parsorbitalis.lh,abcd_smrip101
smri_vol_cdk_parstgrislh,smri_vol_cort.desikan_parstriangularis.lh,abcd_smrip101
smri_vol_cdk_pericclh,smri_vol_cort.desikan_pericalcarine.lh,abcd_smrip101
smri_vol_cdk_postcnlh,smri_vol_cort.desikan_postcentral.lh,abcd_smrip101
smri_vol_cdk_ptcatelh,smri_vol_cort.desikan_posteriorcingulate.lh,abcd_smrip101
smri_vol_cdk_precnlh,smri_vol_cort.desikan_precentral.lh,abcd_smrip101
smri_vol_cdk_pclh,smri_vol_cort.desikan_precuneus.lh,abcd_smrip101
smri_vol_cdk_rracatelh,smri_vol_cort.desikan_rostralanteriorcingulate.lh,abcd_smrip101
smri_vol_cdk_rrmdfrlh,smri_vol_cort.desikan_rostralmiddlefrontal.lh,abcd_smrip101
smri_vol_cdk_sufrlh,smri_vol_cort.desikan_superiorfrontal.lh,abcd_smrip101
smri_vol_cdk_supllh,smri_vol_cort.desikan_superiorparietal.lh,abcd_smrip101
smri_vol_cdk_sutmlh,smri_vol_cort.desikan_superiortemporal.lh,abcd_smrip101
smri_vol_cdk_smlh,smri_vol_cort.desikan_supramarginal.lh,abcd_smrip101
smri_vol_cdk_frpolelh,smri_vol_cort.desikan_frontalpole.lh,abcd_smrip101
smri_vol_cdk_tmpolelh,smri_vol_cort.desikan_temporalpole.lh,abcd_smrip101
smri_vol_cdk_trvtmlh,smri_vol_cort.desikan_transversetemporal.lh,abcd_smrip101
smri_vol_cdk_insulalh,smri_vol_cort.desikan_insula.lh,abcd_smrip101
smri_vol_cdk_banksstsrh,smri_vol_cort.desikan_bankssts.rh,abcd_smrip101
smri_vol_cdk_cdacaterh,smri_vol_cort.desikan_caudalanteriorcingulate.rh,abcd_smrip101
smri_vol_cdk_cdmdfrrh,smri_vol_cort.desikan_caudalmiddlefrontal.rh,abcd_smrip101
smri_vol_cdk_cuneusrh,smri_vol_cort.desikan_cuneus.rh,abcd_smrip101
smri_vol_cdk_ehinalrh,smri_vol_cort.desikan_entorhinal.rh,abcd_smrip101
smri_vol_cdk_fusiformrh,smri_vol_cort.desikan_fusiform.rh,abcd_smrip101
smri_vol_cdk_ifplrh,smri_vol_cort.desikan_inferiorparietal.rh,abcd_smrip101
smri_vol_cdk_iftmrh,smri_vol_cort.desikan_inferiortemporal.rh,abcd_smrip101
smri_vol_cdk_ihcaterh,smri_vol_cort.desikan_isthmuscingulate.rh,abcd_smrip101
smri_vol_cdk_loccrh,smri_vol_cort.desikan_lateraloccipital.rh,abcd_smrip101
smri_vol_cdk_lobfrrh,smri_vol_cort.desikan_lateralorbitofrontal.rh,abcd_smrip101
smri_vol_cdk_lingualrh,smri_vol_cort.desikan_lingual.rh,abcd_smrip101
smri_vol_cdk_mobfrrh,smri_vol_cort.desikan_medialorbitofrontal.rh,abcd_smrip101
smri_vol_cdk_mdtmrh,smri_vol_cort.desikan_middletemporal.rh,abcd_smrip101
smri_vol_cdk_parahpalrh,smri_vol_cort.desikan_parahippocampal.rh,abcd_smrip101
smri_vol_cdk_paracnrh,smri_vol_cort.desikan_paracentral.rh,abcd_smrip101
smri_vol_cdk_parsopcrh,smri_vol_cort.desikan_parsopercularis.rh,abcd_smrip101
smri_vol_cdk_parsobisrh,smri_vol_cort.desikan_parsorbitalis.rh,abcd_smrip101
smri_vol_cdk_parstgrisrh,smri_vol_cort.desikan_parstriangularis.rh,abcd_smrip101
smri_vol_cdk_periccrh,smri_vol_cort.desikan_pericalcarine.rh,abcd_smrip101
smri_vol_cdk_postcnrh,smri_vol_cort.desikan_postcentral.rh,abcd_smrip101
smri_vol_cdk_ptcaterh,smri_vol_cort.desikan_posteriorcingulate.rh,abcd_smrip101
smri_vol_cdk_precnrh,smri_vol_cort.desikan_precentral.rh,abcd_smrip101
smri_vol_cdk_pcrh,smri_vol_cort.desikan_precuneus.rh,abcd_smrip101
smri_vol_cdk_rracaterh,smri_vol_cort.desikan_rostralanteriorcingulate.rh,abcd_smrip101
smri_vol_cdk_rrmdfrrh,smri_vol_cort.desikan_rostralmiddlefrontal.rh,abcd_smrip101
smri_vol_cdk_sufrrh,smri_vol_cort.desikan_superiorfrontal.rh,abcd_smrip101
smri_vol_cdk_suplrh,smri_vol_cort.desikan_superiorparietal.rh,abcd_smrip101
smri_vol_cdk_sutmrh,smri_vol_cort.desikan_superiortemporal.rh,abcd_smrip101
smri_vol_cdk_smrh,smri_vol_cort.desikan_supramarginal.rh,abcd_smrip101
smri_vol_cdk_frpolerh,smri_vol_cort.desikan_frontalpole.rh,abcd_smrip101
smri_vol_cdk_tmpolerh,smri_vol_cort.desikan_temporalpole.rh,abcd_smrip101
smri_vol_cdk_trvtmrh,smri_vol_cort.desikan_transversetemporal.rh,abcd_smrip101
smri_vol_cdk_insularh,smri_vol_cort.desikan_insula.rh,abcd_smrip101
smri_vol_cf2_frlh,smri_vol_cort.fuzzy2_frontal.lh,abcd_smrip101
smri_vol_cf2_ptlh,smri_vol_cort.fuzzy2_posterior.lh,abcd_smrip101
smri_vol_cf4_frlh,smri_vol_cort.fuzzy4_frontal.lh,abcd_smrip101
smri_vol_cf4_occlh,smri_vol_cort.fuzzy4_occipital.lh,abcd_smrip101
smri_vol_cf4_tmlh,smri_vol_cort.fuzzy4_temporal.lh,abcd_smrip101
smri_vol_cf4_pllh,smri_vol_cort.fuzzy4_parietal.lh,abcd_smrip101
smri_vol_cf12_cnlh,smri_vol_cort.fuzzy12_central.lh,abcd_smrip101
smri_vol_cf12_occlh,smri_vol_cort.fuzzy12_occipital.lh,abcd_smrip101
smri_vol_cf12_ptoltmlh,smri_vol_cort.fuzzy12_posterolateraltemporal.lh,abcd_smrip101
smri_vol_cf12_supllh,smri_vol_cort.fuzzy12_superiorparietal.lh,abcd_smrip101
smri_vol_cf12_obfrlh,smri_vol_cort.fuzzy12_orbitofrontal.lh,abcd_smrip101
smri_vol_cf12_sutmlh,smri_vol_cort.fuzzy12_superiortemporal.lh,abcd_smrip101
smri_vol_cf12_ifpllh,smri_vol_cort.fuzzy12_inferiorparietal.lh,abcd_smrip101
smri_vol_cf12_dmfrlh,smri_vol_cort.fuzzy12_dorsomedialfrontal.lh,abcd_smrip101
smri_vol_cf12_aomtmlh,smri_vol_cort.fuzzy12_anteromedialtemporal.lh,abcd_smrip101
smri_vol_cf12_pclh,smri_vol_cort.fuzzy12_precuneus.lh,abcd_smrip101
smri_vol_cf12_dlprefrlh,smri_vol_cort.fuzzy12_dorsolateralprefrontal.lh,abcd_smrip101
smri_vol_cf12_parsopclh,smri_vol_cort.fuzzy12_parsopercularis.lh,abcd_smrip101
smri_vol_cf2_frrh,smri_vol_cort.fuzzy2_frontal.rh,abcd_smrip101
smri_vol_cf2_ptrh,smri_vol_cort.fuzzy2_posterior.rh,abcd_smrip101
smri_vol_cf4_frrh,smri_vol_cort.fuzzy4_frontal.rh,abcd_smrip101
smri_vol_cf4_occrh,smri_vol_cort.fuzzy4_occipital.rh,abcd_smrip101
smri_vol_cf4_tmrh,smri_vol_cort.fuzzy4_temporal.rh,abcd_smrip101
smri_vol_cf4_plrh,smri_vol_cort.fuzzy4_parietal.rh,abcd_smrip101
smri_vol_cf12_cnrh,smri_vol_cort.fuzzy12_central.rh,abcd_smrip101
smri_vol_cf12_occrh,smri_vol_cort.fuzzy12_occipital.rh,abcd_smrip101
smri_vol_cf12_ptoltmrh,smri_vol_cort.fuzzy12_posterolateraltemporal.rh,abcd_smrip101
smri_vol_cf12_suplrh,smri_vol_cort.fuzzy12_superiorparietal.rh,abcd_smrip101
smri_vol_cf12_obfrrh,smri_vol_cort.fuzzy12_orbitofrontal.rh,abcd_smrip101
smri_vol_cf12_sutmrh,smri_vol_cort.fuzzy12_superiortemporal.rh,abcd_smrip101
smri_vol_cf12_ifplrh,smri_vol_cort.fuzzy12_inferiorparietal.rh,abcd_smrip101
smri_vol_cf12_dmfrrh,smri_vol_cort.fuzzy12_dorsomedialfrontal.rh,abcd_smrip101
smri_vol_cf12_aomtmrh,smri_vol_cort.fuzzy12_anteromedialtemporal.rh,abcd_smrip101
smri_vol_cf12_pcrh,smri_vol_cort.fuzzy12_precuneus.rh,abcd_smrip101
smri_vol_cf12_dlprefrrh,smri_vol_cort.fuzzy12_dorsolateralprefrontal.rh,abcd_smrip101
smri_vol_cf12_parsopcrh,smri_vol_cort.fuzzy12_parsopercularis.rh,abcd_smrip101
smri_vol_cdk_totallh,smri_vol_cort.desikan_total.lh,abcd_smrip101
smri_vol_cdk_totalrh,smri_vol_cort.desikan_total.rh,abcd_smrip101
smri_vol_cdk_total,smri_vol_cort.desikan_total,abcd_smrip101
smri_t1ww02_cdk_banksstslh,smri_t1w.white02_cort.desikan_bankssts.lh,abcd_smrip101
smri_t1ww02_cdk_cdacatelh,smri_t1w.white02_cort.desikan_caudalanteriorcingulate.lh,abcd_smrip101
smri_t1ww02_cdk_cdmdfrlh,smri_t1w.white02_cort.desikan_caudalmiddlefrontal.lh,abcd_smrip101
smri_t1ww02_cdk_cuneuslh,smri_t1w.white02_cort.desikan_cuneus.lh,abcd_smrip101
smri_t1ww02_cdk_ehinallh,smri_t1w.white02_cort.desikan_entorhinal.lh,abcd_smrip101
smri_t1ww02_cdk_fusiformlh,smri_t1w.white02_cort.desikan_fusiform.lh,abcd_smrip101
smri_t1ww02_cdk_ifpllh,smri_t1w.white02_cort.desikan_inferiorparietal.lh,abcd_smrip101
smri_t1ww02_cdk_iftmlh,smri_t1w.white02_cort.desikan_inferiortemporal.lh,abcd_smrip101
smri_t1ww02_cdk_ihcatelh,smri_t1w.white02_cort.desikan_isthmuscingulate.lh,abcd_smrip101
smri_t1ww02_cdk_locclh,smri_t1w.white02_cort.desikan_lateraloccipital.lh,abcd_smrip101
smri_t1ww02_cdk_lobfrlh,smri_t1w.white02_cort.desikan_lateralorbitofrontal.lh,abcd_smrip101
smri_t1ww02_cdk_linguallh,smri_t1w.white02_cort.desikan_lingual.lh,abcd_smrip101
smri_t1ww02_cdk_mobfrlh,smri_t1w.white02_cort.desikan_medialorbitofrontal.lh,abcd_smrip101
smri_t1ww02_cdk_mdtmlh,smri_t1w.white02_cort.desikan_middletemporal.lh,abcd_smrip101
smri_t1ww02_cdk_parahpallh,smri_t1w.white02_cort.desikan_parahippocampal.lh,abcd_smrip101
smri_t1ww02_cdk_paracnlh,smri_t1w.white02_cort.desikan_paracentral.lh,abcd_smrip101
smri_t1ww02_cdk_parsopclh,smri_t1w.white02_cort.desikan_parsopercularis.lh,abcd_smrip101
smri_t1ww02_cdk_parsobislh,smri_t1w.white02_cort.desikan_parsorbitalis.lh,abcd_smrip101
smri_t1ww02_cdk_parstgrislh,smri_t1w.white02_cort.desikan_parstriangularis.lh,abcd_smrip101
smri_t1ww02_cdk_pericclh,smri_t1w.white02_cort.desikan_pericalcarine.lh,abcd_smrip101
smri_t1ww02_cdk_postcnlh,smri_t1w.white02_cort.desikan_postcentral.lh,abcd_smrip101
smri_t1ww02_cdk_ptcatelh,smri_t1w.white02_cort.desikan_posteriorcingulate.lh,abcd_smrip101
smri_t1ww02_cdk_precnlh,smri_t1w.white02_cort.desikan_precentral.lh,abcd_smrip101
smri_t1ww02_cdk_pclh,smri_t1w.white02_cort.desikan_precuneus.lh,abcd_smrip101
smri_t1ww02_cdk_rracatelh,smri_t1w.white02_cort.desikan_rostralanteriorcingulate.lh,abcd_smrip101
smri_t1ww02_cdk_rrmdfrlh,smri_t1w.white02_cort.desikan_rostralmiddlefrontal.lh,abcd_smrip101
smri_t1ww02_cdk_sufrlh,smri_t1w.white02_cort.desikan_superiorfrontal.lh,abcd_smrip101
smri_t1ww02_cdk_supllh,smri_t1w.white02_cort.desikan_superiorparietal.lh,abcd_smrip101
smri_t1ww02_cdk_sutmlh,smri_t1w.white02_cort.desikan_superiortemporal.lh,abcd_smrip101
smri_t1ww02_cdk_smlh,smri_t1w.white02_cort.desikan_supramarginal.lh,abcd_smrip101
smri_t1ww02_cdk_frpolelh,smri_t1w.white02_cort.desikan_frontalpole.lh,abcd_smrip101
smri_t1ww02_cdk_tmpolelh,smri_t1w.white02_cort.desikan_temporalpole.lh,abcd_smrip101
smri_t1ww02_cdk_trvtmlh,smri_t1w.white02_cort.desikan_transversetemporal.lh,abcd_smrip101
smri_t1ww02_cdk_insulalh,smri_t1w.white02_cort.desikan_insula.lh,abcd_smrip101
smri_t1ww02_cdk_banksstsrh,smri_t1w.white02_cort.desikan_bankssts.rh,abcd_smrip101
smri_t1ww02_cdk_cdacaterh,smri_t1w.white02_cort.desikan_caudalanteriorcingulate.rh,abcd_smrip101
smri_t1ww02_cdk_cdmdfrrh,smri_t1w.white02_cort.desikan_caudalmiddlefrontal.rh,abcd_smrip101
smri_t1ww02_cdk_cuneusrh,smri_t1w.white02_cort.desikan_cuneus.rh,abcd_smrip101
smri_t1ww02_cdk_ehinalrh,smri_t1w.white02_cort.desikan_entorhinal.rh,abcd_smrip101
smri_t1ww02_cdk_fusiformrh,smri_t1w.white02_cort.desikan_fusiform.rh,abcd_smrip101
smri_t1ww02_cdk_ifplrh,smri_t1w.white02_cort.desikan_inferiorparietal.rh,abcd_smrip101
smri_t1ww02_cdk_iftmrh,smri_t1w.white02_cort.desikan_inferiortemporal.rh,abcd_smrip101
smri_t1ww02_cdk_ihcaterh,smri_t1w.white02_cort.desikan_isthmuscingulate.rh,abcd_smrip101
smri_t1ww02_cdk_loccrh,smri_t1w.white02_cort.desikan_lateraloccipital.rh,abcd_smrip101
smri_t1ww02_cdk_lobfrrh,smri_t1w.white02_cort.desikan_lateralorbitofrontal.rh,abcd_smrip101
smri_t1ww02_cdk_lingualrh,smri_t1w.white02_cort.desikan_lingual.rh,abcd_smrip101
smri_t1ww02_cdk_mobfrrh,smri_t1w.white02_cort.desikan_medialorbitofrontal.rh,abcd_smrip101
smri_t1ww02_cdk_mdtmrh,smri_t1w.white02_cort.desikan_middletemporal.rh,abcd_smrip101
smri_t1ww02_cdk_parahpalrh,smri_t1w.white02_cort.desikan_parahippocampal.rh,abcd_smrip101
smri_t1ww02_cdk_paracnrh,smri_t1w.white02_cort.desikan_paracentral.rh,abcd_smrip101
smri_t1ww02_cdk_parsopcrh,smri_t1w.white02_cort.desikan_parsopercularis.rh,abcd_smrip101
smri_t1ww02_cdk_parsobisrh,smri_t1w.white02_cort.desikan_parsorbitalis.rh,abcd_smrip101
smri_t1ww02_cdk_parstgrisrh,smri_t1w.white02_cort.desikan_parstriangularis.rh,abcd_smrip101
smri_t1ww02_cdk_periccrh,smri_t1w.white02_cort.desikan_pericalcarine.rh,abcd_smrip101
smri_t1ww02_cdk_postcnrh,smri_t1w.white02_cort.desikan_postcentral.rh,abcd_smrip101
smri_t1ww02_cdk_ptcaterh,smri_t1w.white02_cort.desikan_posteriorcingulate.rh,abcd_smrip101
smri_t1ww02_cdk_precnrh,smri_t1w.white02_cort.desikan_precentral.rh,abcd_smrip101
smri_t1ww02_cdk_pcrh,smri_t1w.white02_cort.desikan_precuneus.rh,abcd_smrip101
smri_t1ww02_cdk_rracaterh,smri_t1w.white02_cort.desikan_rostralanteriorcingulate.rh,abcd_smrip101
smri_t1ww02_cdk_rrmdfrrh,smri_t1w.white02_cort.desikan_rostralmiddlefrontal.rh,abcd_smrip101
smri_t1ww02_cdk_sufrrh,smri_t1w.white02_cort.desikan_superiorfrontal.rh,abcd_smrip101
smri_t1ww02_cdk_suplrh,smri_t1w.white02_cort.desikan_superiorparietal.rh,abcd_smrip101
smri_t1ww02_cdk_sutmrh,smri_t1w.white02_cort.desikan_superiortemporal.rh,abcd_smrip101
smri_t1ww02_cdk_smrh,smri_t1w.white02_cort.desikan_supramarginal.rh,abcd_smrip101
smri_t1ww02_cdk_frpolerh,smri_t1w.white02_cort.desikan_frontalpole.rh,abcd_smrip101
smri_t1ww02_cdk_tmpolerh,smri_t1w.white02_cort.desikan_temporalpole.rh,abcd_smrip101
smri_t1ww02_cdk_trvtmrh,smri_t1w.white02_cort.desikan_transversetemporal.rh,abcd_smrip101
smri_t1ww02_cdk_insularh,smri_t1w.white02_cort.desikan_insula.rh,abcd_smrip101
smri_t1ww02_cf2_frlh,smri_t1w.white02_cort.fuzzy2_frontal.lh,abcd_smrip101
smri_t1ww02_cf2_ptlh,smri_t1w.white02_cort.fuzzy2_posterior.lh,abcd_smrip101
smri_t1ww02_cf4_frlh,smri_t1w.white02_cort.fuzzy4_frontal.lh,abcd_smrip101
smri_t1ww02_cf4_occlh,smri_t1w.white02_cort.fuzzy4_occipital.lh,abcd_smrip101
smri_t1ww02_cf4_tmlh,smri_t1w.white02_cort.fuzzy4_temporal.lh,abcd_smrip101
smri_t1ww02_cf4_pllh,smri_t1w.white02_cort.fuzzy4_parietal.lh,abcd_smrip101
smri_t1ww02_cf12_cnlh,smri_t1w.white02_cort.fuzzy12_central.lh,abcd_smrip101
smri_t1ww02_cf12_occlh,smri_t1w.white02_cort.fuzzy12_occipital.lh,abcd_smrip101
smri_t1ww02_cf12_ptoltmlh,smri_t1w.white02_cort.fuzzy12_posterolateraltemporal.lh,abcd_smrip101
smri_t1ww02_cf12_supllh,smri_t1w.white02_cort.fuzzy12_superiorparietal.lh,abcd_smrip101
smri_t1ww02_cf12_obfrlh,smri_t1w.white02_cort.fuzzy12_orbitofrontal.lh,abcd_smrip101
smri_t1ww02_cf12_sutmlh,smri_t1w.white02_cort.fuzzy12_superiortemporal.lh,abcd_smrip101
smri_t1ww02_cf12_ifpllh,smri_t1w.white02_cort.fuzzy12_inferiorparietal.lh,abcd_smrip101
smri_t1ww02_cf12_dmfrlh,smri_t1w.white02_cort.fuzzy12_dorsomedialfrontal.lh,abcd_smrip101
smri_t1ww02_cf12_aomtmlh,smri_t1w.white02_cort.fuzzy12_anteromedialtemporal.lh,abcd_smrip101
smri_t1ww02_cf12_pclh,smri_t1w.white02_cort.fuzzy12_precuneus.lh,abcd_smrip101
smri_t1ww02_cf12_dlprefrlh,smri_t1w.white02_cort.fuzzy12_dorsolateralprefrontal.lh,abcd_smrip101
smri_t1ww02_cf12_parsopclh,smri_t1w.white02_cort.fuzzy12_parsopercularis.lh,abcd_smrip101
smri_t1ww02_cf2_frrh,smri_t1w.white02_cort.fuzzy2_frontal.rh,abcd_smrip101
smri_t1ww02_cf2_ptrh,smri_t1w.white02_cort.fuzzy2_posterior.rh,abcd_smrip101
smri_t1ww02_cf4_frrh,smri_t1w.white02_cort.fuzzy4_frontal.rh,abcd_smrip101
smri_t1ww02_cf4_occrh,smri_t1w.white02_cort.fuzzy4_occipital.rh,abcd_smrip101
smri_t1ww02_cf4_tmrh,smri_t1w.white02_cort.fuzzy4_temporal.rh,abcd_smrip101
smri_t1ww02_cf4_plrh,smri_t1w.white02_cort.fuzzy4_parietal.rh,abcd_smrip101
smri_t1ww02_cf12_cnrh,smri_t1w.white02_cort.fuzzy12_central.rh,abcd_smrip101
smri_t1ww02_cf12_occrh,smri_t1w.white02_cort.fuzzy12_occipital.rh,abcd_smrip101
smri_t1ww02_cf12_ptoltmrh,smri_t1w.white02_cort.fuzzy12_posterolateraltemporal.rh,abcd_smrip101
smri_t1ww02_cf12_suplrh,smri_t1w.white02_cort.fuzzy12_superiorparietal.rh,abcd_smrip101
smri_t1ww02_cf12_obfrrh,smri_t1w.white02_cort.fuzzy12_orbitofrontal.rh,abcd_smrip101
smri_t1ww02_cf12_sutmrh,smri_t1w.white02_cort.fuzzy12_superiortemporal.rh,abcd_smrip101
smri_t1ww02_cf12_ifplrh,smri_t1w.white02_cort.fuzzy12_inferiorparietal.rh,abcd_smrip101
smri_t1ww02_cf12_dmfrrh,smri_t1w.white02_cort.fuzzy12_dorsomedialfrontal.rh,abcd_smrip101
smri_t1ww02_cf12_aomtmrh,smri_t1w.white02_cort.fuzzy12_anteromedialtemporal.rh,abcd_smrip101
smri_t1ww02_cf12_pcrh,smri_t1w.white02_cort.fuzzy12_precuneus.rh,abcd_smrip101
smri_t1ww02_cf12_dlprefrrh,smri_t1w.white02_cort.fuzzy12_dorsolateralprefrontal.rh,abcd_smrip101
smri_t1ww02_cf12_parsopcrh,smri_t1w.white02_cort.fuzzy12_parsopercularis.rh,abcd_smrip101
smri_t1ww02_cdk_meanlh,smri_t1w.white02_cort.desikan_mean.lh,abcd_smrip101
smri_t1ww02_cdk_meanrh,smri_t1w.white02_cort.desikan_mean.rh,abcd_smrip101
smri_t1ww02_cdk_mean,smri_t1w.white02_cort.desikan_mean,abcd_smrip101
smri_t1wgray02_cdk_banksstslh,smri_t1w.gray02_cort.desikan_bankssts.lh,abcd_smrip101
smri_t1wgray02_cdk_cdacatelh,smri_t1w.gray02_cort.desikan_caudalanteriorcingulate.lh,abcd_smrip101
smri_t1wgray02_cdk_cdmdfrlh,smri_t1w.gray02_cort.desikan_caudalmiddlefrontal.lh,abcd_smrip101
smri_t1wgray02_cdk_cuneuslh,smri_t1w.gray02_cort.desikan_cuneus.lh,abcd_smrip101
smri_t1wgray02_cdk_ehinallh,smri_t1w.gray02_cort.desikan_entorhinal.lh,abcd_smrip101
smri_t1wgray02_cdk_fusiformlh,smri_t1w.gray02_cort.desikan_fusiform.lh,abcd_smrip101
smri_t1wgray02_cdk_ifpllh,smri_t1w.gray02_cort.desikan_inferiorparietal.lh,abcd_smrip101
smri_t1wgray02_cdk_iftmlh,smri_t1w.gray02_cort.desikan_inferiortemporal.lh,abcd_smrip101
smri_t1wgray02_cdk_ihcatelh,smri_t1w.gray02_cort.desikan_isthmuscingulate.lh,abcd_smrip101
smri_t1wgray02_cdk_locclh,smri_t1w.gray02_cort.desikan_lateraloccipital.lh,abcd_smrip101
smri_t1wgray02_cdk_lobfrlh,smri_t1w.gray02_cort.desikan_lateralorbitofrontal.lh,abcd_smrip101
smri_t1wgray02_cdk_linguallh,smri_t1w.gray02_cort.desikan_lingual.lh,abcd_smrip101
smri_t1wgray02_cdk_mobfrlh,smri_t1w.gray02_cort.desikan_medialorbitofrontal.lh,abcd_smrip101
smri_t1wgray02_cdk_mdtmlh,smri_t1w.gray02_cort.desikan_middletemporal.lh,abcd_smrip101
smri_t1wgray02_cdk_parahpallh,smri_t1w.gray02_cort.desikan_parahippocampal.lh,abcd_smrip101
smri_t1wgray02_cdk_paracnlh,smri_t1w.gray02_cort.desikan_paracentral.lh,abcd_smrip101
smri_t1wgray02_cdk_parsopclh,smri_t1w.gray02_cort.desikan_parsopercularis.lh,abcd_smrip101
smri_t1wgray02_cdk_parsobislh,smri_t1w.gray02_cort.desikan_parsorbitalis.lh,abcd_smrip101
smri_t1wgray02_cdk_parstgrislh,smri_t1w.gray02_cort.desikan_parstriangularis.lh,abcd_smrip101
